1752272923.787316 48 -131 0 0 0
1752272923.7874 49 -150 0 0 0
1752272923.787466 50 -163 0 0 0
1752272923.7875478 51 -183 0 0 0
1752272923.787612 52 -220 0 0 0
1752272923.787675 53 -278 0 0 0
1752272923.787738 54 -300 0 0 0
1752272923.787806 55 -292 0 0 0
1752272923.787872 56 -265 0 0 0
1752272923.7879329 57 -264 0 0 0
1752272923.818521 58 -301 0 0 0
1752272923.818603 59 -348 0 0 0
1752272923.818666 60 -375 0 0 0
1752272923.818727 61 -358 0 0 0
1752272923.8187861 62 -348 0 0 0
1752272923.818846 63 -341 0 0 0
1752272923.818906 64 -326 0 0 0
1752272923.818967 65 -325 0 0 0
1752272923.819026 66 -338 0 0 0
1752272923.819086 67 -344 0 0 0
1752272923.849847 68 -324 0 0 0
1752272923.8499289 69 -300 0 0 0
1752272923.849993 70 -294 0 0 0
1752272923.8500538 71 -290 0 0 0
1752272923.8501601 72 -294 0 0 0
1752272923.850222 73 -310 0 0 0
1752272923.850282 74 -311 0 0 0
1752272923.850357 75 -292 0 0 0
1752272923.850417 76 -260 0 0 0
1752272923.850477 77 -238 0 0 0
1752272923.853994 78 -251 0 0 0
1752272923.854082 79 -276 0 0 0
1752272923.854144 80 -291 0 0 0
1752272923.8542058 81 -283 0 0 0
1752272923.854283 82 -254 0 0 0
1752272923.8543518 83 -235 0 0 0
1752272923.854413 84 -243 0 0 0
1752272923.854482 85 -259 0 0 0
1752272923.854541 86 -259 0 0 0
1752272923.854601 87 -248 0 0 0
1752272923.8850439 88 -230 0 0 0
1752272923.8851259 89 -212 0 0 0
1752272923.8851898 90 -209 0 0 0
1752272923.88525 91 -216 0 0 0
1752272923.88531 92 -237 0 0 0
1752272923.88537 93 -242 0 0 0
1752272923.885431 94 -230 0 0 0
1752272923.885491 95 -204 0 0 0
1752272923.88555 96 -193 0 0 0
1752272923.885619 97 -190 0 0 0
1752272923.887428 98 -179 0 0 0
1752272923.8874931 99 -155 0 0 0
1752272923.8875551 0 -155 0 0 0
1752272923.887618 1 -186 0 0 0
1752272923.887677 2 -194 0 0 0
1752272923.887737 3 -177 0 0 0
1752272923.887796 4 -169 0 0 0
1752272923.887855 5 -149 0 0 0
1752272923.887915 6 -157 0 0 0
1752272923.887985 7 -198 0 0 0
1752272923.918732 8 -209 0 0 0
1752272923.9187999 9 -184 0 0 0
1752272923.918875 10 -173 0 0 0
1752272923.918936 11 -177 0 0 0
1752272923.919013 12 -172 0 0 0
1752272923.9190981 13 -166 0 0 0
1752272923.9191701 14 -148 0 0 0
1752272923.919229 15 -131 0 0 0
1752272923.9192991 16 -124 0 0 0
1752272923.9193668 17 -102 0 0 0
1752272923.922278 18 -77 0 0 0
1752272923.9223511 19 -110 0 0 0
1752272923.922412 20 -153 0 0 0
1752272923.922472 21 -155 0 0 0
1752272923.922546 22 -131 0 0 0
1752272923.9226081 23 -94 0 0 0
1752272923.922667 24 -81 0 0 0
1752272923.9227352 25 -68 0 0 0
1752272923.922795 26 -42 0 0 0
1752272923.922854 27 -24 0 0 0
1752272923.952479 28 -18 0 0 0
1752272923.952558 29 -1 0 0 0
1752272923.952636 30 16 0 0 0
1752272923.952697 31 28 0 0 0
1752272923.952756 32 27 0 0 0
1752272923.952816 33 8 0 0 0
1752272923.952876 34 3 0 0 0
1752272923.952936 35 11 0 0 0
1752272923.952995 36 20 0 0 0
1752272923.953069 37 9 0 0 0
1752272923.983711 38 1 0 0 0
1752272923.983776 39 2 0 0 0
1752272923.983836 40 17 0 0 0
1752272923.9838998 41 35 0 0 0
1752272923.983961 42 33 0 0 0
1752272923.98402 43 32 0 0 0
1752272923.9840791 44 36 0 0 0
1752272923.98414 45 51 0 0 0
1752272923.9842 46 56 0 0 0
1752272923.98426 47 49 0 0 0
1752272923.987287 48 36 0 0 0
1752272923.987353 49 26 0 0 0
1752272923.9874141 50 24 0 0 0
1752272923.987474 51 38 0 0 0
1752272923.987533 52 51 0 0 0
1752272923.987593 53 56 0 0 0
1752272923.987652 54 57 0 0 0
1752272923.987711 55 69 0 0 0
1752272923.9877691 56 97 0 0 0
1752272923.987833 57 87 0 0 0
1752272924.017458 58 73 0 0 0
1752272924.017538 59 96 0 0 0
1752272924.0176 60 92 0 0 0
1752272924.01766 61 75 0 0 0
1752272924.017719 62 71 0 0 0
1752272924.0177789 63 76 0 0 0
1752272924.0178392 64 76 0 0 0
1752272924.0179 65 57 0 0 0
1752272924.0179598 66 54 0 0 0
1752272924.018021 67 65 0 0 0
1752272924.021009 68 86 0 0 0
1752272924.02107 69 109 0 0 0
1752272924.021131 70 128 0 0 0
1752272924.0212 71 131 0 0 0
1752272924.02126 72 122 0 0 0
1752272924.021329 73 108 0 0 0
1752272924.021389 74 100 0 0 0
1752272924.0214489 75 92 0 0 0
1752272924.021508 76 90 0 0 0
1752272924.021576 77 92 0 0 0
1752272924.0875242 78 97 0 0 0
1752272924.087592 79 77 0 0 0
1752272924.0876532 80 83 0 0 0
1752272924.087713 81 97 0 0 0
1752272924.0877829 82 100 0 0 0
1752272924.0878441 83 92 0 0 0
1752272924.087903 84 73 0 0 0
1752272924.0879622 85 65 0 0 0
1752272924.088021 86 72 0 0 0
1752272924.08808 87 88 0 0 0
1752272924.09128 88 116 0 0 0
1752272924.091341 89 118 0 0 0
1752272924.0914009 90 99 0 0 0
1752272924.0914612 91 57 0 0 0
1752272924.091521 92 32 0 0 0
1752272924.09158 93 38 0 0 0
1752272924.091639 94 49 0 0 0
1752272924.091698 95 52 0 0 0
1752272924.091756 96 44 0 0 0
1752272924.091817 97 44 0 0 0
1752272924.108906 98 76 0 0 0
1752272924.1089659 99 103 0 0 0
1752272924.109026 0 90 0 0 0
1752272924.1090848 1 86 0 0 0
1752272924.109144 2 77 0 0 0
1752272924.109204 3 73 0 0 0
1752272924.1092632 4 107 0 0 0
1752272924.109322 5 132 0 0 0
1752272924.1093812 6 112 0 0 0
1752272924.10944 7 86 0 0 0
1752272924.110373 8 80 0 0 0
1752272924.1104372 9 82 0 0 0
1752272924.110497 10 90 0 0 0
1752272924.110556 11 92 0 0 0
1752272924.110615 12 92 0 0 0
1752272924.110674 13 88 0 0 0
1752272924.110734 14 90 0 0 0
1752272924.110792 15 96 0 0 0
1752272924.110851 16 98 0 0 0
1752272924.110909 17 84 0 0 0
1752272924.1433222 18 67 0 0 0
1752272924.143384 19 49 0 0 0
1752272924.143522 20 37 0 0 0
